FP Material No,Length,Width,Height,Quantity,Weight
MA001614342,560,113,42,60,1.584
MA001614342,560,113,42,8,1.604
MA001614342,560,113,42,69,1.594
MA001614342,560,113,42,18,1.570
MA001614342,560,113,42,1,1.754
MA001614342,560,113,42,7,1.615
MA001614342,560,113,42,24,1.577
MA001614342,560,113,42,77,1.559
MA001614342,560,113,42,38,1.606
MA001614342,560,113,42,5,1.595
MA001614342,560,113,42,20,1.583
MA001614342,560,113,42,16,1.574
MA001614342,560,113,42,20,1.587
MA001614342,560,113,42,6,1.576
MA001614374,560,113,42,1,1.714
MA001617510,336,336,25,108,1.137
MA001617510,336,336,25,117,1.144
MA001617510,336,336,25,180,1.131
MA001617510,336,336,25,152,1.157
MA001617510,336,336,25,7,1.139
MA001617516,336,336,25,17,1.157
MA001617516,336,336,25,27,1.145
MA001617516,336,336,25,72,1.127
MA001617516,336,336,25,21,1.151
MA001617516,336,336,25,44,1.175
MA001617516,336,336,25,36,1.142
MA001617516,336,336,25,188,1.142
MA001617516,336,336,25,135,1.145
MA001617516,336,336,25,162,1.129
MA001617516,336,336,25,27,1.142
MA001617516,336,336,25,27,1.145
MA001623270,190,186,23,6,0.178
MA001627316,190,186,23,1,0.250
MA001641528,336,336,25,1,1.404
MA001645286,336,336,25,7,1.160
MA001645286,336,336,25,1,1.484
MA001645286,336,336,25,2,1.252
MA001701894,560,113,42,18,1.594
MA001701894,560,113,42,2,1.602
MA001701894,560,113,42,22,1.597
MA001701894,560,113,42,5,1.611
MA001701894,560,113,42,41,1.587
MA001701894,560,113,42,30,1.592
